691,0,8/4/2010,adesa,2006,4,ford,mustang v6,bas,2d coupe,blue,auto,1.0,alloy,61889,american,sports,ford,9537,11189,12981,14480,8451,9768,12714,14273,DUMMY,DUMMY,52117,20166,va,10035,0,728,NEQ,15472,8
806,0,11/10/2010,adesa,2005,5,pontiac,grand prix,gt,4d sedan gt2,black,auto,1.0,alloy,68414,american,large,gm,5478,7436,8953,10780,6523,7998,9867,11325,DUMMY,DUMMY,52117,20166,va,7360,0,1703,NEQ,13682,11
833,0,8/18/2009,adesa,2005,4,pontiac,grand prix 3.8l v6 s,bas,4d sedan,black,auto,2.0,covers,67131,american,large,gm,5653,7130,6605,8200,5513,6996,6454,8056,DUMMY,DUMMY,99740,50111,ia,7515,0,1703,NEQ,16782,8
839,0,8/25/2009,adesa,2006,3,chrysler,town & country 2wd v,bas,minivan 3.3l,white,auto,2.0,covers,61817,american,van,chrysler,7231,8159,8309,9312,7010,7893,11043,12147,DUMMY,DUMMY,22916,50111,ia,7315,0,1411,NEQ,20605,8
842,0,9/1/2009,adesa,2003,6,chrysler,pt cruiser 2.4l i4 m,tou,4d sedan limited,black,auto,1.0,alloy,62642,american,medium,chrysler,3739,4457,4538,5314,3339,4314,4106,5159,DUMMY,DUMMY,99740,50111,ia,5210,0,1515,NEQ,10440,9
880,0,10/13/2009,adesa,2004,5,nissan,altima 2.5l i-4 efi,s,4d sedan s,beige,auto,1.0,alloy,76269,top line asian,medium,other,5319,6427,6245,7441,5475,6643,8182,9642,DUMMY,DUMMY,99740,50111,ia,7915,0,686,NEQ,15253,10
895,0,10/27/2009,adesa,2004,5,pontiac,grand prix 3.8l v6 s,gtp,4d sedan gtp,white,auto,1.0,alloy,74455,american,large,gm,5677,7384,6631,8475,5352,6712,8557,10450,DUMMY,DUMMY,1231,50111,ia,7315,1,2208,NEQ,14891,10
914,0,11/10/2009,adesa,2007,2,buick,terraza fwd v6,cx,4d wagon cx,gold,auto,1.0,alloy,86439,american,van,gm,11941,13742,13396,15341,12389,13584,17511,18473,DUMMY,DUMMY,1231,50111,ia,7715,1,2282,NEQ,43219,11
926,0,12/8/2009,adesa,2006,3,kia,spectra,ex,4d sedan,grey,manual,2.0,covers,40236,other asian,medium,other,5140,6054,8668,9674,5405,6477,8765,9731,DUMMY,DUMMY,1231,50111,ia,5520,1,482,NEQ,13412,12
986,0,2/9/2010,adesa,2008,2,chevrolet,cobalt,ls,4d sedan ls,grey,auto,2.0,covers,55961,american,compact,gm,7017,7575,10508,11011,7539,8058,10650,11316,DUMMY,DUMMY,22916,50111,ia,6120,0,671,NEQ,27980,2
1031,0,4/27/2010,adesa,2006,4,ford,escape 2wd 4c,xls,4d cuv 2.3l xls,black,auto,1.0,alloy,63765,american,small suv,ford,6774,8471,10483,12167,6857,8631,9537,12583,DUMMY,DUMMY,1231,50111,ia,7525,1,825,NEQ,15941,4
1129,0,12/9/2010,adesa,2005,5,nissan,xterra 2wd v6,se,4d sport utility,yellow,auto,1.0,alloy,80716,top line asian,medium suv,other,8400,9529,11880,13527,8627,9898,12446,13576,no,green,8655,72117,ar,9550,0,594,NEQ,16143,12
1137,0,12/9/2010,adesa,2007,3,ford,fusion 4c,se,4d sedan se,maroon,auto,1.0,alloy,83073,american,medium,ford,8923,10680,12765,14434,8380,10122,12019,13994,DUMMY,DUMMY,8655,72117,ar,8555,0,853,NEQ,27691,12
1146,0,12/16/2010,adesa,2005,5,ford,f150 pickup 2wd v6,stx,reg cab 4.2l xl,gold,manual,1.0,alloy,84645,american,large truck,ford,5469,7194,8768,11283,5588,7127,10443,13319,DUMMY,DUMMY,8655,72117,ar,6090,0,594,NEQ,16929,12
1154,0,10/5/2010,adesa,2006,4,chevrolet,impala,ls,4d sedan ls,black,auto,2.0,covers,90159,american,large,gm,6338,7806,10023,11485,6197,7324,9305,10769,DUMMY,DUMMY,1235,55369,mn,6990,1,2351,NEQ,22539,10
1239,0,3/10/2009,adesa,2005,4,ford,taurus 3.0l v6 efi,se,4d sedan se,gold,auto,1.0,alloy,93865,american,medium,ford,4179,5141,5013,6052,4082,5360,4909,6289,DUMMY,DUMMY,22808,38118,tn,3700,0,1053,NEQ,23466,3
1248,0,3/17/2009,adesa,2002,7,jeep,liberty 2wd v6 3.7l,spo,4d suv sport,red,auto,1.0,alloy,66489,american,small suv,chrysler,4638,5526,5509,6468,4584,5324,5451,6250,DUMMY,DUMMY,8655,38118,tn,7135,0,930,NEQ,9498,3
1267,0,3/24/2009,adesa,2006,3,gmc,1500 sierra pickup 2,sle,ext cab 5.3l sle,white,auto,1.0,alloy,75746,american,large truck,gm,0,1,0,0,6310,6963,7315,8020,DUMMY,DUMMY,20833,38118,tn,9300,0,1155,NEQ,25248,3
1285,0,4/7/2009,adesa,2004,5,hyundai,sonata v6 2.7l v6 mp,gls,4d sedan,maroon,auto,1.0,alloy,53112,other asian,medium,other,3470,4482,4248,5341,3470,4482,4248,5341,DUMMY,DUMMY,20392,38118,tn,5110,0,671,EQ,10622,4
1304,0,4/14/2009,adesa,2006,3,nissan,altima 2.5l i4 mpi /,bas,4d sedan,silver,auto,2.0,covers,86935,top line asian,medium,other,8751,10463,9951,11800,8751,10463,9951,11800,DUMMY,DUMMY,8655,38118,tn,7535,0,723,EQ,28978,4
1337,0,6/9/2009,adesa,2006,3,nissan,altima 2.5l i4 mpi /,bas,4d sedan,black,auto,1.0,alloy,82538,top line asian,medium,other,8751,10463,9951,11800,8751,10463,9951,11800,DUMMY,DUMMY,19662,38118,tn,7825,0,723,EQ,27512,6
1381,0,11/30/2010,adesa,2005,5,nissan,titan pickup 2wd v8,le,ext cab 5.6l,grey,auto,1.0,alloy,50504,top line asian,large truck,other,6926,7336,10980,11489,6868,8614,12026,13593,no,green,18111,38118,tn,10400,0,1003,NEQ,10100,11
1387,0,11/30/2010,adesa,2004,6,ford,f150 pickup 2wd v8,xl,ext cab 5.4l xlt,red,auto,1.0,alloy,95708,american,large truck,ford,6981,8467,11016,12485,7863,9615,11906,14148,no,green,18111,38118,tn,9450,0,909,NEQ,15951,11
1469,0,2/10/2010,adesa,2006,4,dodge,magnum v6,se,wagon 2.7l,black,auto,2.0,covers,68251,american,specialty,chrysler,7495,8706,11319,12630,8049,9323,11884,12858,DUMMY,DUMMY,16044,17406,pa,8050,0,1215,NEQ,17062,2
1475,0,2/17/2010,adesa,2006,4,chevrolet,impala,ls,4d sedan ls,black,auto,2.0,covers,77419,american,large,gm,6892,8015,10201,11592,7191,8442,10123,11785,DUMMY,DUMMY,20740,17406,pa,7350,0,1974,NEQ,19354,2
1483,1,2/17/2010,adesa,2004,6,dodge,neon,sxt,4d sedan,grey,auto,DUMMY,DUMMY,77459,american,compact,chrysler,2732,3464,5405,6216,2577,3386,5543,6221,DUMMY,DUMMY,20740,17406,pa,5195,0,686,NEQ,12909,2
1600,0,2/27/2009,adesa,2003,6,chrysler,pt cruiser 2.4l i4 m,tou,4d sedan limited,blue,auto,1.0,alloy,64005,american,medium,chrysler,4004,4755,4824,5635,1596,2189,2224,2864,DUMMY,DUMMY,19638,34203,fl,5920,0,1515,NEQ,10667,2
1610,0,3/20/2009,adesa,2003,6,ford,expedition 2wd v8 5.,edd,4d suv 5.4l eddie bauer,green,auto,1.0,alloy,74185,american,large suv,ford,8356,9723,9524,11001,8575,9828,9761,11114,DUMMY,DUMMY,5546,34203,fl,9655,0,1338,NEQ,12364,3
1630,0,4/23/2010,adesa,2004,6,chevrolet,malibu 4c,cla,4d sedan classic,red,auto,2.0,covers,74506,american,medium,gm,2913,3998,4132,7399,2798,4207,5705,7117,DUMMY,DUMMY,5546,34203,fl,4455,0,1155,NEQ,12417,4
1657,0,5/21/2010,adesa,2005,5,dodge,caravan grand fwd v6,se,minivan 3.3l,white,auto,2.0,covers,75320,american,van,chrysler,4442,6143,7493,9777,4697,6095,8181,9706,DUMMY,DUMMY,5546,34203,fl,5865,0,1623,NEQ,15064,5
1687,0,7/2/2010,adesa,2004,6,chevrolet,colorado pickup 2wd,ls,ext cab 3.5l ls,red,auto,1.0,alloy,81385,american,small truck,gm,6331,8412,9895,12392,6687,8664,9996,11907,DUMMY,DUMMY,5546,34203,fl,7375,0,853,NEQ,13564,7
1693,0,7/2/2010,adesa,2002,8,dodge,dakota pickup 2wd v6,bas,reg cab 3.9l,red,manual,1.0,alloy,33313,american,small truck,chrysler,2291,3050,5494,6232,2690,4092,6255,7448,DUMMY,DUMMY,5546,34203,fl,3925,0,1062,NEQ,4164,7
1726,0,8/13/2010,adesa,2003,7,dodge,neon,se,4d sedan se,blue,auto,2.0,covers,89039,american,compact,chrysler,1823,2626,4792,5486,2143,3100,4840,5732,DUMMY,DUMMY,5546,34203,fl,3225,0,1023,NEQ,12719,8
1736,0,8/27/2010,adesa,2005,5,jeep,grand cherokee 4wd v,lar,4d wagon,silver,auto,1.0,alloy,82321,american,medium suv,chrysler,9370,11287,13758,15978,8974,10305,12413,14106,no,green,5546,34203,fl,8585,0,2022,NEQ,16464,8
1740,0,9/3/2010,adesa,2005,5,pontiac,sunfire,DUMMY,2d coupe se,white,auto,2.0,covers,69012,american,compact,gm,2986,3900,5967,6849,3506,4800,6501,7679,no,green,5546,34203,fl,4725,0,1020,NEQ,13802,9
1764,0,3/2/2009,adesa,2002,7,ford,taurus 3.0l v6 efi,ses,4d sedan se svg,blue,auto,1.0,alloy,81456,american,medium,ford,2601,3452,3309,4228,2581,3412,3287,4185,DUMMY,DUMMY,5546,33619,fl,4000,0,1283,NEQ,11636,3
1787,0,3/9/2009,adesa,2004,5,dodge,intrepid 3.5l v6 mpi,se,4d sedan se,green,auto,2.0,covers,57173,american,large,chrysler,2268,3040,2949,3783,2457,3211,3154,3968,DUMMY,DUMMY,5546,33619,fl,3900,0,1334,NEQ,11434,3
1804,0,3/16/2009,adesa,2005,4,dodge,neon 2.0l i4 sfi,sxt,4d sedan,maroon,auto,1.0,alloy,64124,american,compact,chrysler,4217,5155,5054,6067,9937,12541,11232,14044,DUMMY,DUMMY,19638,33619,fl,5400,0,630,NEQ,16031,3
1928,0,10/19/2009,adesa,2006,3,dodge,caravan grand fwd v6,sxt,minivan 3.8l sxt,black,auto,1.0,alloy,69724,american,van,chrysler,8382,10733,9553,12092,9158,11594,12989,16160,DUMMY,DUMMY,19638,33619,fl,7800,0,1411,NEQ,23241,10
1941,0,10/26/2009,adesa,2006,3,chevrolet,hhr 2.2l i4 mpi,ls,4d suv 2.2l ls,silver,auto,2.0,covers,57106,american,medium,gm,5863,7037,6832,8100,5296,6532,9514,10884,DUMMY,DUMMY,19638,33619,fl,6500,0,671,NEQ,19035,10
1973,0,11/9/2009,adesa,2006,3,chevrolet,malibu maxx v6,lt,4d sedan lt,green,auto,1.0,alloy,58196,american,medium,gm,6322,7645,7328,8757,6329,7533,10486,11501,DUMMY,DUMMY,19638,33619,fl,7000,0,1003,NEQ,19398,11
2001,0,11/16/2009,adesa,2003,6,chevrolet,tracker 2wd 4c,bas,4d suv hardtop 2.0l,yellow,manual,1.0,alloy,70983,american,small suv,gm,3516,4476,4297,5334,2756,3843,4836,6743,DUMMY,DUMMY,5546,33619,fl,5500,0,1220,NEQ,11830,11
2016,0,11/23/2009,adesa,2007,2,hyundai,sonata v6,lim,4d sedan,black,auto,2.0,covers,67295,other asian,medium,other,7956,9618,9092,10887,8537,10114,12435,13675,DUMMY,DUMMY,19638,33619,fl,6300,0,728,NEQ,33647,11
2021,0,11/30/2009,adesa,2005,4,dodge,stratus v6,sxt,4d sedan sxt ffv,blue,auto,2.0,covers,72270,american,medium,chrysler,2885,4448,3616,5304,3640,5106,7265,8775,DUMMY,DUMMY,5546,33619,fl,4200,0,1389,NEQ,18067,11
2043,1,6/11/2010,adesa,2004,6,nissan,frontier pickup 2wd,bas,ext cab 2.4l xe,white,manual,1.0,alloy,90163,top line asian,small truck,other,5491,6721,8926,10150,5466,6733,8624,10103,DUMMY,DUMMY,5546,33619,fl,5435,0,620,NEQ,15027,6
2050,0,6/14/2010,adesa,2004,6,dodge,stratus 4c,se,4d sedan,blue,auto,2.0,covers,52073,american,medium,chrysler,2597,3697,5682,6751,2492,3469,5572,6658,DUMMY,DUMMY,5546,33619,fl,5600,0,920,NEQ,8678,6
2077,0,7/12/2010,adesa,2005,5,chrysler,pt cruiser,tou,4d sedan,purple,auto,2.0,covers,74296,american,medium,chrysler,3787,5027,7375,8653,3490,4500,7219,8099,DUMMY,DUMMY,5546,33619,fl,5100,0,1389,NEQ,14859,7
2079,0,7/12/2010,adesa,2006,4,pontiac,g6 v6,bas,4d sedan,black,auto,1.0,alloy,78710,american,medium,gm,6404,7588,9547,10893,6359,7670,9660,11052,DUMMY,DUMMY,20928,33619,fl,6300,0,1272,NEQ,19677,7
2085,0,7/19/2010,adesa,2005,5,pontiac,grand prix,bas,4d sedan,grey,auto,2.0,covers,76322,american,large,gm,5008,6473,8649,9970,4907,6119,8368,9731,DUMMY,DUMMY,19638,33619,fl,6300,0,1974,NEQ,15264,7
2119,0,8/23/2010,adesa,2008,2,chevrolet,impala v6,ls,4d sedan ls 3.5l ffv,grey,auto,2.0,covers,79905,american,large,gm,8305,9655,12266,13685,7968,8954,12139,13171,DUMMY,DUMMY,19638,33619,fl,8050,0,1974,NEQ,39952,8
2157,0,2/17/2009,adesa,2005,4,ford,five hundred 3.0l v6,sel,4d sedan sel,green,auto,1.0,alloy,87019,american,large,ford,7091,8222,8158,9380,7089,8341,8156,9508,DUMMY,DUMMY,20928,45005,oh,6505,0,1633,NEQ,21754,2
2168,1,2/24/2009,adesa,2001,8,jeep,grand cherokee 4wd 6,lar,4d wagon laredo,blue,auto,1.0,alloy,63211,american,medium suv,chrysler,3952,4799,4768,5683,4123,5073,4953,5979,DUMMY,DUMMY,19619,45005,oh,5965,0,1906,NEQ,7901,2
2186,0,4/7/2009,adesa,2003,6,chevrolet,trailblazer ext 4wd,ls,4d suv 4.2l ls,beige,auto,1.0,alloy,87717,american,medium suv,gm,7151,8958,8223,10175,7150,8956,8222,10172,DUMMY,DUMMY,19619,45005,oh,8350,0,2452,NEQ,14619,4
2190,0,4/7/2009,adesa,2005,4,chevrolet,uplander fwd v6 3.5l,bas,passenger ext 3.5l,grey,auto,2.0,covers,58325,american,van,gm,8301,10457,9465,11794,8301,10457,9465,11794,DUMMY,DUMMY,19619,45005,oh,6775,0,1583,EQ,14581,4
2198,0,4/7/2009,adesa,2007,2,dodge,charger v6 2.7l v6 m,bas,4d sedan 2.7l se,grey,auto,2.0,covers,73171,american,specialty,chrysler,9461,11189,10718,12584,9461,11189,10718,12584,DUMMY,DUMMY,19619,45005,oh,9865,0,1389,EQ,36585,4
2211,0,4/21/2009,adesa,2007,2,chevrolet,impala v6 3.5l v6 sf,lt,4d sedan lt 3.5l,grey,auto,1.0,alloy,67620,american,large,gm,8186,9727,9341,11005,8186,9727,9341,11005,DUMMY,DUMMY,19619,45005,oh,7770,0,1703,EQ,33810,4
2217,0,4/21/2009,adesa,2007,2,dodge,charger v6 2.7l v6 m,bas,4d sedan 2.7l se,silver,auto,2.0,covers,75417,american,specialty,chrysler,9461,11189,10718,12584,9461,11189,10718,12584,DUMMY,DUMMY,19619,45005,oh,9785,0,1389,EQ,37708,4
2235,0,4/28/2009,adesa,2007,2,dodge,charger v6 2.7l v6 m,bas,4d sedan 2.7l,white,auto,2.0,covers,69095,american,specialty,chrysler,9784,11267,11067,12668,9784,11267,11067,12668,DUMMY,DUMMY,8172,45005,oh,9190,0,1215,EQ,34547,4
2237,0,4/28/2009,adesa,2004,5,dodge,1500 ram pickup 2wd,st,reg cab 4.7l,red,auto,1.0,alloy,43097,american,large truck,chrysler,0,0,0,0,0,0,0,0,DUMMY,DUMMY,8172,45005,oh,6165,0,693,EQ,8619,4
2269,0,8/11/2009,adesa,2005,4,pontiac,grand prix 3.8l v6 s,bas,4d sedan,maroon,auto,2.0,covers,88152,american,large,gm,5508,6999,6449,8059,5572,7154,6518,8226,DUMMY,DUMMY,21973,45005,oh,6315,0,2152,NEQ,22038,8
2301,0,9/29/2009,adesa,2003,6,ford,taurus 3.0l v6 efi,ses,4d sedan ses duratec,green,auto,1.0,alloy,73769,american,medium,ford,3246,4653,4006,5525,3117,4042,5858,6878,DUMMY,DUMMY,19619,45005,oh,4790,0,1220,NEQ,12294,9
2403,0,2/23/2010,adesa,2005,5,chevrolet,malibu v6,ls,4d sedan ls,gold,auto,1.0,alloy,88193,american,medium,gm,5073,6160,8379,9510,5072,6265,8434,9952,DUMMY,DUMMY,52117,45005,oh,6885,0,1373,NEQ,17638,2
2406,1,2/23/2010,adesa,2006,4,pontiac,g6 4c,bas,4d sedan se,grey,auto,DUMMY,DUMMY,63420,american,medium,gm,6434,7634,9939,11248,6543,7689,9801,11044,DUMMY,DUMMY,52117,45005,oh,7345,0,923,NEQ,15855,2
2410,0,2/23/2010,adesa,2003,7,gmc,envoy 2wd 6c,sle,4d utility 4.2l sle,grey,auto,1.0,alloy,81325,american,medium suv,gm,5450,6924,9445,11453,5770,6795,9406,10590,DUMMY,DUMMY,52117,45005,oh,7950,0,1543,NEQ,11617,2
2424,0,5/25/2010,adesa,2006,4,chevrolet,trailblazer 4wd 6c,ls,4d suv 4.2l,blue,auto,1.0,alloy,99126,american,medium suv,gm,10536,12490,14401,16050,9242,11479,13549,15637,DUMMY,DUMMY,52117,45005,oh,9310,0,2351,NEQ,24781,5
2526,0,8/17/2010,adesa,2004,6,ford,escape 2wd v6,xls,4d cuv 3.0l xls,blue,auto,1.0,alloy,88596,american,small suv,ford,4055,5043,8090,9028,4091,5401,7292,9628,DUMMY,DUMMY,52117,45005,oh,5985,0,983,NEQ,14766,8
2529,0,8/17/2010,adesa,2004,6,chevrolet,1500 silverado picku,ls,ext cab 5.3l,grey,auto,1.0,alloy,66824,american,large truck,gm,7685,10013,11752,13991,6730,8324,10774,12604,yes,green,52117,45005,oh,11475,0,1020,NEQ,11137,8
2554,1,9/7/2010,adesa,2005,5,suzuki,forenza,s,4d sedan,blue,auto,2.0,covers,41111,other asian,medium,other,3528,4486,6849,7811,3528,4486,6849,7811,DUMMY,DUMMY,52117,45005,oh,5380,0,482,EQ,8222,9
2564,0,9/14/2010,adesa,2008,2,dodge,avenger 4c,sxt,4d sedan sxt,blue,auto,2.0,covers,83983,american,medium,chrysler,9693,11261,12896,14268,9245,10839,12776,13925,DUMMY,DUMMY,52117,45005,oh,7445,0,1243,NEQ,41991,9
2577,0,9/21/2010,adesa,2006,4,chevrolet,cobalt,ls,4d sedan ls,purple,auto,2.0,covers,55058,american,compact,gm,4811,6039,8129,9220,5077,6385,7621,9238,no,green,52117,45005,oh,6385,0,671,NEQ,13764,9
2609,0,10/12/2010,adesa,2004,6,pontiac,grand prix,gt,4d sedan gt2,red,auto,1.0,alloy,68483,american,large,gm,4686,6005,7693,8797,5135,6394,7869,9420,no,green,52117,45005,oh,6875,0,1703,NEQ,11413,10
2635,0,10/26/2010,adesa,2009,1,chevrolet,malibu 4c,ls,4d sedan ls,grey,auto,2.0,covers,73254,american,medium,gm,9893,10829,13705,14615,10170,11627,13101,14878,DUMMY,DUMMY,52117,45005,oh,8760,0,1038,NEQ,73254,10
2691,0,11/16/2010,adesa,2007,3,pontiac,g6 v6,bas,4d sedan,white,auto,1.0,alloy,50146,american,medium,gm,7832,9168,11328,12840,7562,8808,10814,12165,DUMMY,DUMMY,52117,45005,oh,8560,0,1003,NEQ,16715,11
2710,0,8/26/2009,other,2006,3,chrysler,300 2.7l v6 mpi,bas,4d sedan,grey,auto,2.0,covers,52895,american,specialty,chrysler,9706,11418,10982,12831,10352,12039,11680,13502,DUMMY,DUMMY,19638,35004,al,10300,0,1086,NEQ,17631,8
2734,0,9/23/2009,other,2007,2,dodge,caravan grand fwd v6,sxt,minivan 3.8l,blue,auto,1.0,alloy,65678,american,van,chrysler,11066,13935,12451,15550,8538,10629,12005,14946,DUMMY,DUMMY,5546,35004,al,8100,0,1411,NEQ,32839,9
2784,0,11/18/2009,other,2006,3,chevrolet,trailblazer ext 2wd,ls,4d suv 4.2l ls,maroon,auto,1.0,alloy,87852,american,medium suv,gm,9383,11753,10634,13193,10159,12463,14861,17416,DUMMY,DUMMY,5546,35004,al,8500,0,1243,NEQ,29284,11
2789,0,12/2/2009,other,2006,3,dodge,caravan grand fwd v6,bas,minivan 3.3l,blue,auto,2.0,covers,82214,american,van,chrysler,5520,6822,9359,10775,6742,8161,11078,12313,DUMMY,DUMMY,5546,35004,al,6200,0,1763,NEQ,27404,12
2800,0,12/9/2009,other,2006,3,dodge,caravan fwd 4c,se,minivan 2.4l se,green,auto,2.0,covers,59508,american,van,chrysler,6374,7176,9973,11081,5427,7274,9092,10677,DUMMY,DUMMY,18880,35004,al,6100,0,1251,NEQ,19836,12
2808,0,1/6/2010,other,2003,7,chevrolet,impala,bas,4d sedan,red,auto,2.0,covers,58418,american,large,gm,2956,3886,5925,6858,2965,3981,5652,7045,DUMMY,DUMMY,18111,35004,al,6300,0,1800,NEQ,8345,1
2811,0,1/13/2010,other,2008,2,suzuki,forenza,DUMMY,4d sedan,black,auto,2.0,covers,61045,other asian,medium,other,6071,6688,9363,10194,6347,7013,9760,10418,DUMMY,DUMMY,5546,35004,al,5800,0,533,NEQ,30522,1
2832,0,1/27/2010,other,2006,4,pontiac,grand prix,bas,4d sedan,white,auto,1.0,alloy,87567,american,large,gm,6130,7497,10153,11740,6839,8184,10062,11495,DUMMY,DUMMY,18880,35004,al,6600,0,2152,NEQ,21891,1
