106,0,2/8/2010,adesa,2004,6,ford,expedition 2wd v8,xls,4d suv 4.6l xls,white,auto,1.0,alloy,75806,american,large suv,ford,7512,9026,11459,13719,7817,9222,10733,12322,DUMMY,DUMMY,5546,33619,fl,8600,0,1038
131,0,3/1/2010,adesa,2003,7,toyota,camry 4c,le,4d sedan le,blue,auto,2.0,covers,94318,top line asian,medium,other,5825,6662,8859,9966,5559,6539,8491,10252,DUMMY,DUMMY,5546,33619,fl,7100,0,920
135,0,3/1/2010,adesa,2004,6,mitsubishi,galant 4c,es,4d sedan es,silver,auto,2.0,covers,86028,other asian,medium,other,5069,6199,8142,9173,4001,4958,6630,7704,DUMMY,DUMMY,5546,33619,fl,6300,0,594
149,0,3/8/2010,adesa,2002,8,ford,escape 4wd v6,xlt,4d cuv 3.0l xlt,silver,auto,1.0,alloy,92532,american,small suv,ford,4934,6104,8163,9495,4711,6099,7832,8899,DUMMY,DUMMY,5546,33619,fl,6400,0,1930
163,0,3/15/2010,adesa,2003,7,chevrolet,monte carlo,ls,2d coupe ls,gold,auto,1.0,alloy,58897,american,large,gm,4055,4911,6993,8196,3977,5225,7028,8562,DUMMY,DUMMY,5546,33619,fl,6500,0,1800
173,0,3/22/2010,adesa,2004,6,hyundai,elantra,gls,4d sedan,white,auto,2.0,covers,64064,other asian,medium,other,3593,4660,8268,10724,3388,4327,6468,7390,DUMMY,DUMMY,19638,33619,fl,5000,0,533
196,0,4/5/2010,adesa,2005,5,kia,amanti,DUMMY,4d sedan,blue,auto,1.0,alloy,95025,other asian,large,other,6403,8021,9910,11559,5774,6925,10049,12052,DUMMY,DUMMY,19638,33619,fl,5600,0,1485
205,0,4/5/2010,adesa,2007,3,hyundai,elantra,gls,4d sedan,black,auto,2.0,covers,61319,other asian,medium,other,7346,8563,10865,11910,7219,8188,11019,11908,DUMMY,DUMMY,21973,33619,fl,7235,0,533
225,0,4/19/2010,adesa,2002,8,dodge,caravan fwd v6,spo,minivan 3.3l ffv sport,silver,auto,DUMMY,DUMMY,94506,american,van,chrysler,3369,4412,5770,6754,2421,2980,4780,5423,DUMMY,DUMMY,5546,33619,fl,4600,0,2218
232,0,4/26/2010,adesa,2006,4,chevrolet,hhr,lt,4d suv 2.2l ls,black,manual,1.0,alloy,84454,american,medium,gm,6487,7654,10476,12323,5855,7244,9502,11054,DUMMY,DUMMY,5546,33619,fl,6700,0,853
233,0,4/26/2010,adesa,2005,5,buick,rendezvous fwd,cx,4d suv cx,white,auto,2.0,covers,85262,american,medium suv,gm,6373,8564,10239,13759,7078,8424,10730,12195,DUMMY,DUMMY,19638,33619,fl,7200,0,4032
237,0,5/3/2010,adesa,2006,4,chrysler,300,bas,4d sedan,grey,auto,2.0,covers,62955,american,specialty,chrysler,9620,11498,13747,15428,9207,10649,12236,13920,DUMMY,DUMMY,20928,33619,fl,9935,0,1215
245,0,5/10/2010,adesa,2005,5,chevrolet,equinox fwd v6,ls,4d suv ls,silver,auto,2.0,covers,77050,american,medium suv,gm,7014,8310,10631,11934,6754,8038,11227,13362,DUMMY,DUMMY,20928,33619,fl,7900,0,1389
247,0,5/10/2010,adesa,2006,4,ford,escape 2wd 4c,xls,4d cuv 2.3l xls,silver,manual,1.0,alloy,52866,american,small suv,ford,7099,8623,10611,12227,7314,9111,10593,12244,DUMMY,DUMMY,20928,33619,fl,6600,0,754
251,0,5/10/2010,adesa,2002,8,pontiac,sunfire,se,2d coupe se,white,auto,2.0,covers,93395,american,compact,gm,2773,3768,4988,5905,2562,3583,4576,5709,DUMMY,DUMMY,19638,33619,fl,3100,0,1641
260,0,5/17/2010,adesa,2005,5,ford,taurus,se,4d sedan se,black,auto,2.0,covers,88723,american,medium,ford,3359,4582,6854,9350,3475,4759,6671,8140,DUMMY,DUMMY,5546,33619,fl,4900,0,983
279,0,10/4/2010,adesa,2007,3,pontiac,grand prix,bas,4d sedan,silver,auto,2.0,covers,88528,american,large,gm,7814,9358,11185,12745,7370,8840,11066,12664,DUMMY,DUMMY,5546,33619,fl,6800,0,2152
286,0,10/4/2010,adesa,2008,2,chrysler,pt cruiser,bas,4d sedan,red,auto,2.0,covers,53544,american,medium,chrysler,6308,7027,9803,10681,6371,7428,9671,10662,DUMMY,DUMMY,5546,33619,fl,6200,0,1086
300,1,10/18/2010,adesa,2008,2,dodge,avenger 4c,sxt,4d sedan sxt,red,auto,DUMMY,DUMMY,51288,american,medium,chrysler,8993,10322,12758,13988,9047,10345,13148,14575,DUMMY,DUMMY,5546,33619,fl,7600,0,920
303,0,10/18/2010,adesa,2007,3,suzuki,forenza,DUMMY,4d sedan,white,auto,2.0,covers,38517,other asian,medium,other,4109,5058,7933,8645,4158,5018,7428,8227,DUMMY,DUMMY,5546,33619,fl,6100,0,462
310,0,10/25/2010,adesa,2006,4,mazda,tribute 2wd 4c,i,4d sport utility i,grey,auto,1.0,alloy,72287,other asian,small suv,other,7383,9075,10965,12628,7016,8040,10323,11512,DUMMY,DUMMY,5546,33619,fl,7250,0,920
314,0,10/25/2010,adesa,2008,2,dodge,avenger 4c,se,4d sedan,orange,auto,2.0,covers,79755,american,medium,chrysler,7646,8799,11607,12875,7789,8646,11532,12238,DUMMY,DUMMY,5546,33619,fl,7850,0,1155
329,0,11/1/2010,adesa,2004,6,dodge,neon,sxt,4d sedan,blue,manual,2.0,covers,77135,american,compact,chrysler,2595,3371,5503,6384,2154,3118,5083,6127,DUMMY,DUMMY,5546,33619,fl,3600,0,686
335,0,11/1/2010,adesa,2005,5,dodge,durango 2wd v8,slt,4d suv 5.7l slt,white,auto,1.0,alloy,89452,american,medium suv,chrysler,7993,9503,12015,14285,8386,10118,11926,13997,DUMMY,DUMMY,5546,33619,fl,9700,0,1503
337,0,11/8/2010,adesa,2008,2,dodge,caliber,sxt,4d wagon sxt,gold,auto,1.0,alloy,63456,american,medium,chrysler,8015,9078,12078,13240,8672,10052,12382,13520,DUMMY,DUMMY,19638,33619,fl,6600,0,825
347,0,11/15/2010,adesa,2005,5,ford,focus,zx3,2d coupe zx3,red,auto,1.0,alloy,107337,american,compact,ford,3765,4952,6620,7994,3889,4798,7445,8466,no,green,19638,33619,fl,4350,0,1450
349,0,11/15/2010,adesa,2006,4,mazda,mazda6,s,4d sedan s,black,auto,3.0,special,69654,other asian,medium,other,7067,8474,11300,12633,7433,9101,11136,12460,DUMMY,DUMMY,19638,33619,fl,7250,0,1313
350,0,11/15/2010,adesa,2006,4,chevrolet,equinox fwd v6,ls,4d suv ls,maroon,auto,2.0,covers,74187,american,medium suv,gm,8258,9982,12554,14114,7797,9857,11518,13600,no,green,19638,33619,fl,8000,0,1389
364,0,11/22/2010,adesa,2006,4,chevrolet,impala,ltz,4d sedan ltz,black,auto,1.0,alloy,77697,american,large,gm,7548,9486,11284,13654,7198,8565,10415,12122,DUMMY,DUMMY,5546,33619,fl,7750,0,1974
379,0,11/22/2010,adesa,2007,3,chrysler,300,bas,4d sedan,white,auto,2.0,covers,40909,american,specialty,chrysler,9899,11476,14193,15739,10095,11870,13813,15736,DUMMY,DUMMY,5546,33619,fl,9600,0,975
387,0,11/29/2010,adesa,2006,4,nissan,altima,bas,4d sedan,grey,auto,2.0,covers,61612,top line asian,medium,other,6062,7580,10392,11307,7483,8749,11267,12597,DUMMY,DUMMY,20928,33619,fl,8400,0,630
394,0,11/29/2010,adesa,2003,7,dodge,caravan grand fwd v6,spo,minivan 3.8l sport,green,auto,1.0,alloy,80341,american,van,chrysler,3678,5124,6726,8404,3517,4656,6517,7778,DUMMY,DUMMY,20928,33619,fl,5700,0,2063
400,0,12/6/2010,adesa,2006,4,dodge,stratus 4c,sxt,4d sedan,white,auto,1.0,alloy,67795,american,medium,chrysler,4324,5305,7702,8793,4725,6114,7608,9225,no,green,5546,33619,fl,5900,0,1020
402,0,12/6/2010,adesa,2007,3,ford,f150 pickup 2wd v8,stx,ext cab 4.6l fx2 sport,grey,auto,1.0,alloy,75031,american,large truck,ford,15245,17466,19061,20539,13962,17134,15911,19525,DUMMY,DUMMY,19619,33619,fl,8850,0,803
403,0,12/6/2010,adesa,2005,5,volkswagen,jetta 5c,bas,4d sedan pkg1,beige,auto,1.0,alloy,82617,other,specialty,other,5610,6858,9131,10634,6981,8373,10728,12122,DUMMY,DUMMY,19619,33619,fl,8000,0,1373
410,0,12/13/2010,adesa,2007,3,chevrolet,impala,ls,4d sedan ls,black,auto,2.0,covers,86471,american,large,gm,7422,8636,10121,11687,7532,8862,11226,12617,DUMMY,DUMMY,19638,33619,fl,7400,0,2152
419,0,12/20/2010,adesa,2005,5,saturn,ion,3,4d sedan level 3,grey,auto,1.0,alloy,97346,american,medium,gm,3806,4651,6770,7906,4918,6794,7846,9633,no,green,5546,33619,fl,5250,0,909
429,0,2/18/2009,adesa,2006,3,chevrolet,impala 3.5l v6 sfi,ls,4d sedan ls,grey,auto,2.0,covers,68473,american,large,gm,6707,7760,7744,8881,6921,7918,7975,9051,DUMMY,DUMMY,20740,20166,va,6810,0,1703
436,1,8/19/2009,adesa,2005,4,chevrolet,malibu v6 3.5l v6 sf,ls,4d sedan ls,grey,auto,1.0,alloy,80531,american,medium,gm,5497,7070,6437,8136,5215,6837,6132,7884,DUMMY,DUMMY,17675,20166,va,5475,0,1373
453,0,8/26/2009,adesa,2006,3,ford,five hundred 3.0l v6,sel,4d sedan sel,white,auto,1.0,alloy,77678,american,large,ford,9512,12003,10773,13463,7025,8685,10592,12150,DUMMY,DUMMY,20740,20166,va,7595,0,1506
460,0,8/26/2009,adesa,2006,3,chrysler,sebring v6 2.7l v6 m,tou,2d convertible touring,green,auto,1.0,alloy,59634,american,medium,chrysler,6006,7057,6986,8122,5403,6476,9167,10596,DUMMY,DUMMY,20740,20166,va,6885,0,1003
466,0,8/26/2009,adesa,2002,7,chevrolet,cavalier 4c 2.2l i4,bas,2d coupe,silver,auto,2.0,covers,74134,american,compact,gm,1623,2510,2253,3211,1734,2527,2373,3229,DUMMY,DUMMY,20740,20166,va,2830,0,1455
468,0,8/26/2009,adesa,2004,5,isuzu,ascender 2wd 6c 4.2l,s,sport utility,white,auto,1.0,alloy,62838,other asian,medium suv,other,3842,4288,4649,5131,5833,7062,6800,8127,DUMMY,DUMMY,20740,20166,va,7695,0,1020
494,0,9/9/2009,adesa,2006,3,saturn,ion 2.2l i4 efi,2,4d sedan level 2,blue,auto,2.0,covers,73383,american,medium,gm,5698,6968,6654,8025,5882,7438,6853,8533,DUMMY,DUMMY,20740,20166,va,5875,0,803
496,0,9/16/2009,adesa,2003,6,saturn,ion 2.0l i4 mpi,2,4d sedan level 2,black,auto,2.0,covers,90643,american,medium,gm,3132,4099,3883,4927,3450,4628,4226,5498,DUMMY,DUMMY,21973,20166,va,3825,0,1209
504,0,9/23/2009,adesa,2004,5,pontiac,grand prix 3.8l v6 s,gt,4d sedan gt2,green,auto,1.0,alloy,86858,american,large,gm,5074,6497,5980,7517,3984,5070,7239,8480,DUMMY,DUMMY,20740,20166,va,5575,0,2152
508,0,9/23/2009,adesa,2004,5,dodge,durango 4wd v8 5.7l,slt,4d suv 5.7l slt,white,auto,1.0,alloy,64436,american,medium suv,chrysler,8989,10810,10208,12175,7407,8915,11416,12794,DUMMY,DUMMY,20740,20166,va,10715,0,1411
511,0,9/23/2009,adesa,2006,3,chevrolet,monte carlo 3.5l v6,lt,2d coupe lt,blue,auto,1.0,alloy,53786,american,large,gm,7870,9540,9000,10803,5991,7589,10210,11770,DUMMY,DUMMY,20740,20166,va,7795,0,1500
517,0,9/23/2009,adesa,2004,5,pontiac,vibe 1.8l i4 mpi,bas,4d wagon,orange,auto,2.0,covers,78213,american,medium,gm,4899,5935,5791,6910,4899,5935,5791,6910,DUMMY,DUMMY,20740,20166,va,6175,0,569
523,0,9/30/2009,adesa,2007,2,chevrolet,malibu 4c 2.2l i4 mp,ls,4d sedan ls,beige,auto,2.0,covers,72849,american,medium,gm,7113,8115,8182,9264,6487,7691,7506,8806,DUMMY,DUMMY,5546,20166,va,6035,0,1038
542,0,10/7/2009,adesa,2007,2,ford,focus 2.0l i4 sfi,zx4,4d sedan s,silver,manual,2.0,covers,65615,american,compact,ford,7209,8523,8286,9705,6527,7732,10234,10914,DUMMY,DUMMY,19619,20166,va,4430,0,1020
543,0,2/24/2010,adesa,2006,4,toyota,camry 4c,bas,4d sedan,blue,auto,2.0,covers,83624,top line asian,medium,other,8552,9997,11994,15125,7616,8579,10543,12758,DUMMY,DUMMY,52117,20166,va,9220,0,594
567,0,3/10/2010,adesa,2007,3,ford,fusion 4c,s,4d sedan s,red,auto,2.0,covers,73539,american,medium,ford,8254,9559,11811,13153,8702,10251,12062,13651,DUMMY,DUMMY,52117,20166,va,7820,0,803
585,1,3/24/2010,adesa,2005,5,suzuki,xl-7 4wd,ex,4d sport utility,red,auto,1.0,alloy,75406,other asian,medium suv,other,6900,7968,10780,12372,6572,7516,10604,11680,DUMMY,DUMMY,52117,20166,va,7960,0,1623
605,1,4/14/2010,adesa,2005,5,chrysler,town & country fwd v,tou,minivan 3.8l,red,auto,1.0,alloy,65911,american,van,chrysler,7507,8736,10766,12325,6189,7671,9500,11869,DUMMY,DUMMY,17675,20166,va,7820,0,1411
621,0,4/28/2010,adesa,2003,7,ford,windstar fwd v6,sel,4d passenger 3.8l sel,green,auto,1.0,alloy,97399,american,van,ford,3997,5125,7149,8154,3968,5413,7545,9959,DUMMY,DUMMY,52117,20166,va,4680,0,2506
640,0,6/9/2010,adesa,2002,8,ford,mustang v6,bas,2d coupe,blue,auto,1.0,alloy,34858,american,sports,ford,3942,5071,6335,8070,3673,4739,6736,8182,DUMMY,DUMMY,52117,20166,va,7210,0,882
641,0,6/9/2010,adesa,2001,9,ford,expedition 4wd v8,xlt,4d suv 5.4l xlt,red,auto,1.0,alloy,88379,american,large suv,ford,4533,5473,7975,9074,3418,4657,7217,8154,DUMMY,DUMMY,52117,20166,va,7210,0,1803
651,0,6/16/2010,adesa,2007,3,nissan,versa,s,4d hatchback s,grey,auto,2.0,covers,71158,top line asian,compact,other,6593,7651,10501,11297,6721,7929,10407,11620,DUMMY,DUMMY,19619,20166,va,7170,0,686
653,0,6/16/2010,adesa,2002,8,honda,accord 4c,se,4d sedan se auto,black,auto,1.0,alloy,80228,top line asian,medium,other,4344,5042,7331,8264,4437,5416,7701,8433,DUMMY,DUMMY,19619,20166,va,6300,0,894
658,1,6/23/2010,adesa,2003,7,pontiac,grand am 4c,se,4d sedan se1,green,auto,1.0,alloy,98674,american,medium,gm,2788,4010,5297,7618,2469,3530,5544,6773,DUMMY,DUMMY,52117,20166,va,4330,0,2074
666,1,6/30/2010,adesa,2007,3,pontiac,g6 v6,gt,4d sedan gt,green,auto,DUMMY,DUMMY,48508,american,medium,gm,8516,10171,12299,13872,8516,10171,12299,13872,DUMMY,DUMMY,52117,20166,va,8270,0,905
670,1,7/7/2010,adesa,2006,4,kia,sorento 4wd,ex,4d sport utility ex,silver,auto,1.0,alloy,80814,other asian,medium suv,other,10022,13383,14302,16933,9876,12205,14222,15827,DUMMY,DUMMY,19619,20166,va,6660,0,2022
688,0,7/21/2010,adesa,2006,4,gmc,1500 sierra pickup 2,sle,reg cab 4.3l,white,auto,1.0,alloy,80503,american,large truck,gm,7328,8703,12335,13653,6664,7917,10348,11917,DUMMY,DUMMY,52117,20166,va,7510,0,1373
705,1,8/11/2010,adesa,2006,4,toyota,camry 4c,bas,4d sedan,green,auto,1.0,alloy,86215,top line asian,medium,other,7490,8420,10418,11736,7967,9058,11399,13093,DUMMY,DUMMY,52117,20166,va,8920,0,594
707,0,8/11/2010,adesa,2006,4,dodge,durango 2wd v8,adv,4d suv 4.7l adventurer,red,auto,1.0,alloy,61703,american,medium suv,chrysler,8025,9482,12848,14039,10917,13290,15215,17501,DUMMY,DUMMY,52117,20166,va,10330,0,1215
713,0,8/18/2010,adesa,2007,3,hyundai,accent,gs,2d coupe gs,blue,auto,2.0,covers,56391,other asian,compact,other,4861,5864,8265,8942,3905,5091,7387,8835,DUMMY,DUMMY,52117,20166,va,5490,0,754
753,0,9/22/2010,adesa,2006,4,chevrolet,equinox fwd v6,lt,4d suv lt,black,auto,1.0,alloy,73253,american,medium suv,gm,9186,11279,14045,17245,7673,9222,11478,13514,DUMMY,DUMMY,52117,20166,va,7920,0,1389
755,1,9/22/2010,adesa,2006,4,hyundai,sonata 4c,gls,4d sedan gls,white,auto,1.0,alloy,81264,other asian,medium,other,6328,7554,10311,12309,6388,7240,9596,11093,DUMMY,DUMMY,52117,20166,va,7320,0,853
769,0,10/13/2010,adesa,2003,7,chevrolet,tahoe 4wd,z71,4d suv 5.3l ffv ls,blue,auto,1.0,alloy,91080,american,large suv,gm,7682,9668,12192,13861,8166,9142,13206,14785,DUMMY,DUMMY,52117,20166,va,10580,0,2218
790,0,10/27/2010,adesa,2005,5,toyota,corolla,ce,4d sedan ce,grey,auto,2.0,covers,86497,top line asian,compact,other,5627,6601,8687,9932,5805,6659,9040,10025,no,green,52117,20166,va,7370,0,594
795,0,11/3/2010,adesa,2006,4,chevrolet,trailblazer 4wd 6c,ls,4d suv 4.2l,grey,auto,1.0,alloy,69509,american,medium suv,gm,8997,11030,13302,15249,8725,10932,12665,15028,DUMMY,DUMMY,52117,20166,va,8870,0,1703
806,0,11/10/2010,adesa,2005,5,pontiac,grand prix,gt,4d sedan gt2,black,auto,1.0,alloy,68414,american,large,gm,5478,7436,8953,10780,6523,7998,9867,11325,DUMMY,DUMMY,52117,20166,va,7360,0,1703
813,0,11/17/2010,adesa,2006,4,dodge,stratus 4c,sxt,4d sedan,blue,auto,1.0,alloy,103035,american,medium,chrysler,4560,5587,7671,8852,4297,5241,7268,8031,DUMMY,DUMMY,52117,20166,va,3565,0,1450
815,0,7/21/2009,adesa,2004,5,chevrolet,monte carlo 3.4l v6,ls,2d coupe ls,silver,auto,1.0,alloy,66151,american,large,gm,4452,5743,5308,6702,4499,5963,5359,6940,DUMMY,DUMMY,22916,50111,ia,6915,0,1703
825,0,8/11/2009,adesa,2006,3,dodge,caravan grand fwd v6,bas,minivan 3.3l,silver,auto,2.0,covers,87256,american,van,chrysler,6547,8208,7571,9365,6625,8371,7655,9541,DUMMY,DUMMY,99740,50111,ia,5310,0,1763
828,0,8/11/2009,adesa,2005,4,chevrolet,monte carlo 3.4l v6,ls,2d coupe ls,silver,auto,1.0,alloy,65954,american,large,gm,4424,5885,5278,6856,4743,5988,5622,6967,DUMMY,DUMMY,99740,50111,ia,7315,0,1703
862,0,9/29/2009,adesa,2006,3,pontiac,g6 v6 3.5l v6 sfi,bas,4d sedan,red,auto,1.0,alloy,78991,american,medium,gm,7091,8581,8158,9767,7148,8389,10401,12057,DUMMY,DUMMY,99740,50111,ia,7295,0,1272
863,0,9/29/2009,adesa,2005,4,chevrolet,impala 3.4l v6 sfi,bas,4d sedan,blue,auto,2.0,covers,81872,american,large,gm,4404,5807,5256,6772,3781,4945,7110,8638,DUMMY,DUMMY,99740,50111,ia,5290,0,2152
864,0,9/29/2009,adesa,2006,3,chevrolet,malibu 4c 2.2l i4 mp,lt,4d sedan lt,grey,auto,2.0,covers,57950,american,medium,gm,6539,7972,7562,9110,6181,7501,9651,10880,DUMMY,DUMMY,99740,50111,ia,6295,0,837
865,0,9/29/2009,adesa,2006,3,chrysler,sebring 4c 2.4l i4 s,bas,4d sedan,white,auto,1.0,alloy,71607,american,medium,chrysler,5229,6824,6147,7870,4624,5766,8211,9430,DUMMY,DUMMY,99740,50111,ia,5390,0,1155
868,0,10/6/2009,adesa,2007,2,ford,five hundred 3.0l v6,sel,4d sedan sel,silver,auto,1.0,alloy,85909,american,large,ford,9793,12559,11076,14064,9205,11120,13011,14824,DUMMY,DUMMY,99740,50111,ia,7515,0,1633
882,1,10/13/2009,adesa,2003,6,ford,taurus 3.0l v6 efi,ses,4d sedan ses,silver,auto,DUMMY,DUMMY,81996,american,medium,ford,2754,3923,3474,4737,2754,3923,3474,4737,DUMMY,DUMMY,99740,50111,ia,3090,0,1283
907,0,11/3/2009,adesa,2007,2,ford,freestyle fwd v6,sel,4d cuv 3.0l sel,black,auto,1.0,alloy,88084,american,crossover,ford,10551,13451,11895,15027,10677,13152,15372,16965,DUMMY,DUMMY,1231,50111,ia,8325,1,1633
917,0,11/17/2009,adesa,2007,2,jeep,patriot 2wd 4c,spo,4d suv,white,auto,1.0,alloy,81727,american,small suv,chrysler,9744,11082,11024,12469,8263,9101,11729,12523,DUMMY,DUMMY,1231,50111,ia,8125,1,983
930,1,12/15/2009,adesa,2003,6,dodge,stratus v6,es,4d sedan es,white,auto,1.0,alloy,74296,american,medium,chrysler,2836,3780,6070,7398,2836,3780,6070,7398,DUMMY,DUMMY,1231,50111,ia,4015,1,1689
932,0,12/22/2009,adesa,2007,2,kia,rondo v6,ex,4d wagon,black,auto,1.0,alloy,66256,other asian,crossover,other,7609,8445,11818,12996,7873,9454,11560,13297,DUMMY,DUMMY,1231,50111,ia,8335,1,728
934,1,12/22/2009,adesa,2003,6,ford,windstar fwd v6,lx,passenger 3.8l lx,gold,auto,1.0,alloy,93730,american,van,ford,2400,3291,5840,6575,2508,3364,5447,6537,DUMMY,DUMMY,1231,50111,ia,3405,1,2506
955,0,1/26/2010,adesa,2004,6,saturn,ion,2,4d sedan level 2,silver,auto,2.0,covers,79107,american,medium,gm,3400,4411,6576,7853,3747,4766,6624,7730,DUMMY,DUMMY,1231,50111,ia,4515,1,803
956,0,1/26/2010,adesa,2007,3,chrysler,pt cruiser,bas,4d sedan,black,auto,2.0,covers,59007,american,medium,chrysler,5488,6691,8878,10074,6151,7088,9363,10355,DUMMY,DUMMY,1231,50111,ia,5920,1,1086
964,0,1/26/2010,adesa,2005,5,kia,optima 4c,ex,4d sedan ex,silver,auto,2.0,covers,79687,other asian,medium,other,4237,4608,9445,10272,3984,4715,9150,10828,DUMMY,DUMMY,1231,50111,ia,3605,1,803
1002,0,3/9/2010,adesa,2006,4,ford,focus,zx4,4d sedan zx4,maroon,auto,2.0,covers,65890,american,compact,ford,5593,6594,9082,9858,4730,5755,8404,9535,DUMMY,DUMMY,1231,50111,ia,5490,1,1020
1003,0,3/9/2010,adesa,2007,3,kia,optima 4c,ex,4d sedan,blue,auto,2.0,covers,65237,other asian,medium,other,7161,7562,10348,10707,6395,7123,9614,10708,DUMMY,DUMMY,1231,50111,ia,6695,1,728
1004,0,3/16/2010,adesa,2008,2,chevrolet,impala v6,ls,4d sedan ls 3.5l ffv,grey,auto,2.0,covers,79056,american,large,gm,9038,10239,12392,13613,8198,9177,12034,13471,DUMMY,DUMMY,1231,50111,ia,8510,1,1974
1006,0,3/16/2010,adesa,2005,5,pontiac,g6 v6,bas,4d sedan,black,auto,1.0,alloy,59237,american,medium,gm,6292,7502,9627,10953,5869,7110,9295,10522,DUMMY,DUMMY,1231,50111,ia,8105,1,1003
1014,0,3/30/2010,adesa,2006,4,gmc,envoy 2wd 6c,sle,4d utility 4.2l,green,auto,1.0,alloy,70171,american,medium suv,gm,10919,13140,15848,17311,10387,11819,15499,16424,DUMMY,DUMMY,1231,50111,ia,8835,1,1155
1022,1,4/13/2010,adesa,2006,4,kia,optima 4c,ex,4d sedan ex,white,auto,2.0,covers,59492,other asian,medium,other,5119,6573,7803,10023,4862,5865,8561,9254,DUMMY,DUMMY,1231,50111,ia,5720,1,671
1046,1,5/11/2010,adesa,2004,6,chrysler,pt cruiser,bas,4d sedan,white,auto,2.0,covers,80674,american,medium,chrysler,3549,4543,7027,8995,3666,4691,6807,8157,DUMMY,DUMMY,1231,50111,ia,5430,1,1503
1048,0,5/11/2010,adesa,2008,2,chevrolet,impala v6,lt,4d sedan lt 3.8l ffv,grey,auto,1.0,alloy,80272,american,large,gm,9608,11042,14586,16763,8923,10035,12654,13912,DUMMY,DUMMY,1231,50111,ia,8135,1,2152
1050,0,5/11/2010,adesa,2007,3,chevrolet,1500 silverado picku,ls,ext cab 4.8l,red,auto,2.0,covers,59287,american,large truck,gm,11456,15119,15698,19511,12265,15087,17387,21387,DUMMY,DUMMY,1231,50111,ia,10750,1,920
1053,1,5/11/2010,adesa,2006,4,nissan,altima,bas,4d sedan,white,auto,2.0,covers,72373,top line asian,medium,other,8394,10232,12277,13674,8135,9652,11526,12685,DUMMY,DUMMY,1231,50111,ia,8035,1,686
1056,0,5/18/2010,adesa,2005,5,chrysler,sebring v6,tou,4d sedan lxi,grey,auto,1.0,alloy,95950,american,medium,chrysler,3851,4657,7411,8116,3336,4481,6850,7958,DUMMY,DUMMY,1231,50111,ia,4725,1,1485
1062,1,5/25/2010,adesa,2007,3,chevrolet,cobalt,lt,4d sedan ls,white,auto,DUMMY,DUMMY,63806,american,compact,gm,5454,6289,8654,9663,5454,6289,8654,9663,DUMMY,DUMMY,1231,50111,ia,5730,1,728
1072,0,6/8/2010,adesa,2005,5,chrysler,pacifica awd,tou,4d sport,red,auto,1.0,alloy,83474,american,crossover,chrysler,7546,8636,11189,12133,7458,8981,10466,12364,DUMMY,DUMMY,1231,50111,ia,8545,1,2022
1090,0,11/18/2010,adesa,2006,4,chrysler,sebring 4c,bas,2d convertible,gold,auto,2.0,covers,88078,american,medium,chrysler,3494,4392,6811,7748,3937,4859,6883,8495,DUMMY,DUMMY,20833,72117,ar,5290,0,1243
