335,0,11/1/2010,adesa,2005,5,dodge,durango 2wd v8,slt,4d suv 5.7l slt,white,auto,1.0,alloy,89452,american,medium suv,chrysler,7993,9503,12015,14285,8386,10118,11926,13997,DUMMY,DUMMY,5546,33619,fl,9700,0,1503
345,0,11/8/2010,adesa,2007,3,chevrolet,impala v6,lt,4d sedan lt 3.5l,purple,auto,1.0,alloy,85042,american,large,gm,7655,8963,11715,13333,7307,8655,11240,12752,DUMMY,DUMMY,5546,33619,fl,8000,0,2152
382,0,11/22/2010,adesa,2002,8,ford,focus,zts,4d sedan zts,silver,auto,1.0,alloy,86341,american,compact,ford,2718,3491,5407,6233,2908,3559,5541,6200,DUMMY,DUMMY,5546,33619,fl,4200,0,1543
433,0,8/19/2009,adesa,2004,5,chevrolet,venture awd v6,lt,passenger ext 3.4l ls,beige,auto,1.0,alloy,81835,american,van,gm,5650,6675,6602,7709,5650,6675,6602,7709,DUMMY,DUMMY,17675,20166,va,5245,0,6519
435,0,8/19/2009,adesa,2004,5,chevrolet,tracker 4wd v6 2.5l,bas,4d suv hardtop 2.5l,green,auto,1.0,alloy,53292,american,small suv,gm,5884,7207,6855,8284,4607,5401,7976,8623,DUMMY,DUMMY,17675,20166,va,6255,0,1003
446,0,8/19/2009,adesa,2006,3,dodge,magnum v6 2.7l v6 mp,se,wagon 2.7l,red,auto,2.0,covers,45593,american,specialty,chrysler,7583,8825,8690,10031,8114,9387,9263,10638,DUMMY,DUMMY,17675,20166,va,10010,0,975
476,0,9/2/2009,adesa,2005,4,chrysler,pt cruiser 2.4l i4 s,bas,4d sedan,blue,auto,2.0,covers,56676,american,medium,chrysler,4278,5357,5120,6286,4365,5333,5214,6260,DUMMY,DUMMY,19619,20166,va,4775,0,1086
477,1,9/2/2009,adesa,2004,5,dodge,stratus 4c 2.4l i4 m,se,4d sedan,silver,auto,DUMMY,DUMMY,68387,american,medium,chrysler,2938,4086,3673,4913,2938,4086,3673,4913,DUMMY,DUMMY,19619,20166,va,4275,0,1020
491,1,9/9/2009,adesa,2005,4,suzuki,forenza 2.0l i4 efi,s,4d sedan,blue,auto,2.0,covers,54290,other asian,medium,other,3569,4850,4355,5738,2969,3913,3707,4726,DUMMY,DUMMY,20740,20166,va,4965,0,505
499,0,9/16/2009,adesa,2001,8,mercury,sable 3.0l v6 efi,ls,4d sedan ls premium,silver,auto,1.0,alloy,44717,american,medium,ford,2231,3033,2909,3776,2319,3093,3005,3840,DUMMY,DUMMY,21973,20166,va,4280,0,993
501,0,9/16/2009,adesa,2001,8,chrysler,town & country fwd v,lxi,minivan 3.8l lxi,blue,auto,1.0,alloy,78278,american,van,chrysler,3194,4274,3950,5116,3231,4272,3989,5114,DUMMY,DUMMY,21973,20166,va,4630,0,1923
529,0,9/30/2009,adesa,2006,3,chrysler,pacifica fwd 3.5l v6,tou,4d sport touring,silver,auto,1.0,alloy,60843,american,crossover,chrysler,11149,13301,12541,14865,10393,12753,11724,14273,DUMMY,DUMMY,5546,20166,va,9015,0,1215
537,1,10/7/2009,adesa,2006,3,ford,focus 2.0l i4 sfi,zx3,2d coupe zx3,yellow,auto,DUMMY,DUMMY,70224,american,compact,ford,4927,6066,5821,7051,4927,6066,5821,7051,DUMMY,DUMMY,19619,20166,va,5245,0,1155
600,0,3/31/2010,adesa,2007,3,ford,mustang v6,bas,2d coupe,blue,auto,1.0,alloy,72159,american,sports,ford,11586,13079,15102,16096,12144,13932,15226,16967,DUMMY,DUMMY,52117,20166,va,9725,0,803
613,0,4/14/2010,adesa,2006,4,kia,optima 4c,lx,4d sedan lx,gold,auto,2.0,covers,68373,other asian,medium,other,5400,6498,8232,9908,5137,6174,8558,9647,DUMMY,DUMMY,17675,20166,va,7210,0,728
614,0,4/14/2010,adesa,2006,4,chevrolet,malibu 4c,ls,4d sedan ls,blue,auto,2.0,covers,58378,american,medium,gm,7008,8255,10242,11396,6707,8137,9838,11661,DUMMY,DUMMY,17675,20166,va,6310,0,837
635,1,6/2/2010,adesa,2002,8,gmc,envoy xl 4wd 6c,sle,4d utility 4.2l sle,red,auto,DUMMY,DUMMY,92263,american,medium suv,gm,6125,7115,9228,9846,6125,7115,9083,9766,DUMMY,DUMMY,52117,20166,va,7080,0,2651
731,0,9/8/2010,adesa,2006,4,dodge,stratus 4c,sxt,4d sedan,maroon,auto,1.0,alloy,52863,american,medium,chrysler,4235,5352,7534,8718,4274,5496,7240,8831,DUMMY,DUMMY,52117,20166,va,5390,0,920
781,0,10/20/2010,adesa,2004,6,ford,explorer 4wd v6,xlt,4d suv 4.0l ffv xlt,brown,auto,1.0,alloy,65042,american,medium suv,ford,5902,7485,9699,11432,5084,6515,8920,10488,DUMMY,DUMMY,52117,20166,va,7370,0,1508
787,0,10/27/2010,adesa,2004,6,chevrolet,trailblazer 4wd 6c,nor,4d suv 4.2l ls,grey,auto,1.0,alloy,83241,american,medium suv,gm,5875,7258,10019,11374,5477,6913,9476,11295,DUMMY,DUMMY,52117,20166,va,6560,0,2152
818,0,7/28/2009,adesa,2007,2,kia,spectra 2.0l i4 efi,ex,4d sedan ex,white,auto,2.0,covers,48895,other asian,medium,other,4264,5332,5105,6259,4455,5326,5311,6252,DUMMY,DUMMY,22916,50111,ia,6010,0,482
824,0,8/4/2009,adesa,2006,3,chevrolet,cobalt 2.2l i4 mpi,lt,4d sedan lt,blue,auto,1.0,alloy,49060,american,compact,gm,5811,7286,6776,8369,6217,7630,7214,8740,DUMMY,DUMMY,99740,50111,ia,5890,0,623
831,1,8/18/2009,adesa,2003,6,chevrolet,malibu v6 3.1l v6 sf,bas,4d sedan,white,auto,DUMMY,DUMMY,95298,american,medium,gm,2488,3491,3187,4270,2488,3491,3187,4270,DUMMY,DUMMY,99740,50111,ia,4100,0,2939
833,0,8/18/2009,adesa,2005,4,pontiac,grand prix 3.8l v6 s,bas,4d sedan,black,auto,2.0,covers,67131,american,large,gm,5653,7130,6605,8200,5513,6996,6454,8056,DUMMY,DUMMY,99740,50111,ia,7515,0,1703
888,0,10/20/2009,adesa,2006,3,mitsubishi,eclipse 2.4l i4 mpi,gs,2d coupe gs,orange,manual,1.0,alloy,52501,other asian,sports,other,8155,9738,9307,11017,7752,9204,11770,13352,DUMMY,DUMMY,99740,50111,ia,8525,0,505
913,0,11/10/2009,adesa,2007,2,chevrolet,impala v6,lt,4d sedan lt 3.9l,white,auto,1.0,alloy,82456,american,large,gm,8725,10459,9923,11796,10723,12431,14452,16036,DUMMY,DUMMY,1231,50111,ia,7715,1,2152
915,0,11/10/2009,adesa,2007,2,toyota,camry 4c,le,4d sedan ce,red,auto,2.0,covers,69137,top line asian,medium,other,10866,12169,12235,13643,10048,11064,14084,15132,DUMMY,DUMMY,1231,50111,ia,10730,1,533
938,0,12/22/2009,adesa,2006,3,chevrolet,hhr,lt,4d suv 2.2l ls,black,auto,1.0,alloy,60442,american,medium,gm,5693,6842,9586,11299,5906,7043,9398,10850,DUMMY,DUMMY,1231,50111,ia,6725,1,728
942,0,1/5/2010,adesa,2004,6,ford,focus,se,4d sedan se,gold,auto,2.0,covers,95298,american,compact,ford,3274,4232,7110,9191,2897,3802,6112,7097,DUMMY,DUMMY,22916,50111,ia,3385,0,1341
943,0,1/5/2010,adesa,2006,4,chrysler,pt cruiser,bas,4d sedan,white,auto,2.0,covers,47120,american,medium,chrysler,4720,5838,7921,9007,5180,6100,8432,9413,DUMMY,DUMMY,22916,50111,ia,5600,0,975
994,0,2/23/2010,adesa,2004,6,chevrolet,malibu 4c,bas,4d sedan,silver,auto,2.0,covers,71823,american,medium,gm,4434,5378,10717,12999,4121,5434,6903,8075,DUMMY,DUMMY,1231,50111,ia,6090,1,1038
1035,1,4/27/2010,adesa,2005,5,dodge,stratus v6,sxt,4d sedan,silver,auto,DUMMY,DUMMY,75976,american,medium,chrysler,3694,4952,6658,8209,3284,4521,6295,7743,DUMMY,DUMMY,1231,50111,ia,4215,1,1389
1069,1,5/25/2010,adesa,2005,5,chevrolet,equinox awd v6,ls,4d suv ls,black,auto,DUMMY,DUMMY,89156,american,medium suv,gm,7832,9151,11474,12716,7832,9151,11474,12716,DUMMY,DUMMY,1231,50111,ia,8445,1,1633
1072,0,6/8/2010,adesa,2005,5,chrysler,pacifica awd,tou,4d sport,red,auto,1.0,alloy,83474,american,crossover,chrysler,7546,8636,11189,12133,7458,8981,10466,12364,DUMMY,DUMMY,1231,50111,ia,8545,1,2022
1080,0,7/6/2010,adesa,2005,5,chevrolet,aveo,ls,4d sedan,silver,auto,1.0,alloy,58201,american,compact,gm,2571,3314,5593,6295,3207,3953,6240,7296,DUMMY,DUMMY,1235,50111,ia,4725,1,671
1081,0,7/6/2010,adesa,2005,5,dodge,caravan fwd v6,sxt,minivan 3.3l se,blue,auto,1.0,alloy,83775,american,van,chrysler,5827,6741,8762,9973,5152,6390,9312,12417,DUMMY,DUMMY,1235,50111,ia,5730,1,1763
1161,0,10/12/2010,adesa,2006,4,ford,fusion 4c,s,4d sedan s,black,auto,2.0,covers,75976,american,medium,ford,6234,7579,9417,10988,6002,7518,9747,11014,DUMMY,DUMMY,3453,55369,mn,6820,0,803
1186,0,11/9/2010,adesa,2007,3,saturn,aura,xe,4d sedan xe,black,auto,1.0,alloy,71663,american,medium,gm,8130,9604,11841,13244,8161,9512,11752,13078,DUMMY,DUMMY,1235,55369,mn,8185,1,1272
1201,1,11/23/2010,adesa,2006,4,dodge,charger,bas,4d sedan,black,auto,2.0,covers,60977,american,specialty,chrysler,7624,8858,11619,12671,8189,9589,12112,13511,DUMMY,DUMMY,1231,55369,mn,9505,1,1215
1202,0,11/23/2010,adesa,2008,2,chrysler,town & country fwd v,lx,minivan 3.8l,blue,auto,2.0,covers,90294,american,van,chrysler,8961,10611,12781,14551,9839,11104,13815,15027,DUMMY,DUMMY,1231,55369,mn,8235,1,1918
1230,0,3/10/2009,adesa,2006,3,ford,f150 pickup 2wd v8 5,xl,ext cab 5.4l xl,white,auto,1.0,alloy,73380,american,large truck,ford,8190,10153,9345,11465,7661,9995,8774,11295,DUMMY,DUMMY,22808,38118,tn,7235,0,803
1231,0,3/10/2009,adesa,2005,4,dodge,magnum v6 2.7l v6 mp,se,wagon 2.7l,blue,auto,2.0,covers,67185,american,specialty,chrysler,6586,7649,7613,8761,6435,7498,7450,8598,DUMMY,DUMMY,22808,38118,tn,7950,0,1215
1269,0,3/24/2009,adesa,2005,4,jeep,grand cherokee 4wd v,lar,4d wagon laredo,grey,auto,1.0,alloy,71529,american,medium suv,chrysler,10063,11332,11368,12739,5276,6025,6198,7007,DUMMY,DUMMY,20833,38118,tn,8750,0,1857
1278,0,3/31/2009,adesa,2007,2,kia,spectra 2.0l i4 efi,ex,4d sedan ex,silver,auto,2.0,covers,43661,other asian,medium,other,5797,6480,6761,7498,4943,5617,5838,6566,DUMMY,DUMMY,8655,38118,tn,5540,0,482
1295,0,4/7/2009,adesa,2004,5,chevrolet,impala 3.4l v6 sfi,bas,4d sedan,maroon,auto,2.0,covers,79012,american,large,gm,3643,4910,4434,5803,3643,4910,4434,5803,DUMMY,DUMMY,20392,38118,tn,5610,0,1974
1313,0,4/14/2009,adesa,2006,3,chevrolet,cobalt 2.2l i4 mpi,ls,4d sedan ls,black,auto,2.0,covers,67062,american,compact,gm,4824,5901,5710,6873,4824,5901,5710,6873,DUMMY,DUMMY,8655,38118,tn,4110,0,728
1330,0,5/26/2009,adesa,2006,3,suzuki,forenza 2.0l i4 efi,DUMMY,4d sedan,white,auto,2.0,covers,39845,other asian,medium,other,3913,4867,4726,5756,3913,4867,4726,5756,DUMMY,DUMMY,22808,38118,tn,5935,0,462
1339,0,6/9/2009,adesa,2007,2,ford,freestyle fwd v6 3.0,sel,4d cuv 3.0l sel,black,auto,1.0,alloy,75967,american,crossover,ford,11412,14485,12825,16144,13081,15894,14627,17666,DUMMY,DUMMY,19662,38118,tn,9075,0,1506
1346,0,6/9/2009,adesa,2007,2,chevrolet,impala v6 3.5l v6 mp,lt,4d sedan lt 3.5l,silver,auto,1.0,alloy,77019,american,large,gm,8186,9727,9341,11005,7612,8962,12070,13469,DUMMY,DUMMY,19662,38118,tn,7440,0,1974
1359,0,10/12/2010,adesa,2007,3,chevrolet,equinox fwd v6,ls,4d suv ls,black,auto,1.0,alloy,91972,american,medium suv,gm,10202,11993,13900,15880,8293,10488,11966,14282,DUMMY,DUMMY,1045,38118,tn,8045,1,1630
1397,0,12/7/2010,adesa,2007,3,chevrolet,aveo,ls,4d sedan ls,red,auto,2.0,covers,67558,american,compact,gm,4384,5321,7886,8953,4781,5748,8128,9372,no,green,18881,38118,tn,5460,0,728
1427,0,12/23/2009,adesa,2008,1,chevrolet,malibu 4c,ls,4d sedan ls classic,silver,auto,2.0,covers,68654,american,medium,gm,8020,8813,11714,12566,8227,9232,11199,12389,DUMMY,DUMMY,16044,17406,pa,7425,0,923
1443,1,2/3/2010,adesa,2002,8,chrysler,pt cruiser,tou,4d sedan touring,purple,auto,DUMMY,DUMMY,93369,american,medium,chrysler,3028,4024,5583,6333,3028,4024,5583,6333,DUMMY,DUMMY,20740,17406,pa,3970,0,1930
1502,0,9/15/2010,adesa,2008,2,chevrolet,impala v6,ls,4d sedan ls 3.5l ffv,silver,auto,2.0,covers,74217,american,large,gm,8066,9193,11342,12743,7865,8879,12293,13214,DUMMY,DUMMY,52646,17406,pa,7550,0,1974
1521,1,10/6/2010,adesa,2007,3,chevrolet,malibu 4c,ls,4d sedan ls,grey,auto,DUMMY,DUMMY,57008,american,medium,gm,6813,8133,10297,11521,6824,8148,10244,11517,DUMMY,DUMMY,52117,17406,pa,6790,0,837
1572,0,2/13/2009,adesa,2002,7,dodge,dakota pickup 2wd v6,bas,ext cab 3.9l,grey,auto,1.0,alloy,49927,american,small truck,chrysler,4142,5210,4973,6127,4109,5149,4938,6061,DUMMY,DUMMY,5546,34203,fl,6230,0,1134
1573,0,2/13/2009,adesa,2004,5,jeep,grand cherokee 2wd 6,lar,4d wagon,silver,auto,1.0,alloy,53755,american,medium suv,chrysler,5542,6583,6485,7610,6499,7708,7519,8825,DUMMY,DUMMY,5546,34203,fl,7560,0,1334
1589,0,2/20/2009,adesa,2006,3,ford,taurus 3.0l v6 efi,se,4d sedan se,silver,auto,2.0,covers,69781,american,medium,ford,4867,5814,5756,6779,3933,5287,4748,6210,DUMMY,DUMMY,5546,34203,fl,4740,0,825
1637,1,4/30/2010,adesa,2005,5,chevrolet,uplander fwd v6,ls,passenger ext 3.5l ls,beige,auto,DUMMY,DUMMY,69642,american,van,gm,6074,7468,9421,10965,6003,7571,9498,11027,DUMMY,DUMMY,5546,34203,fl,7445,0,1801
1651,1,5/21/2010,adesa,2006,4,suzuki,xl-7 4wd,DUMMY,4d sport utility 5 pass,gold,auto,1.0,alloy,92146,other asian,medium suv,other,7393,9270,11078,13591,8058,9456,12143,13379,DUMMY,DUMMY,5546,34203,fl,6575,0,1918
1667,1,6/4/2010,adesa,2005,5,ford,f150 pickup 2wd v8,lar,crew cab 5.4l king ranch,blue,auto,DUMMY,DUMMY,93796,american,large truck,ford,13245,15428,17530,19514,13244,15427,20704,24116,DUMMY,DUMMY,5546,34203,fl,11285,0,909
1686,0,6/25/2010,adesa,2001,9,chevrolet,impala,bas,4d sedan,white,auto,2.0,covers,65329,american,large,gm,2518,3431,5143,6193,2290,3068,4720,5592,DUMMY,DUMMY,5546,34203,fl,3925,0,2003
1700,1,7/9/2010,adesa,2004,6,saturn,vue 2wd 4c,DUMMY,4d cuv 2.2l,silver,auto,2.0,covers,89273,american,medium suv,gm,3479,4499,6587,8015,3527,4451,7265,8315,DUMMY,DUMMY,5546,34203,fl,5235,0,1763
1707,0,7/30/2010,adesa,2005,5,hyundai,elantra,gls,4d sedan,blue,auto,2.0,covers,50528,other asian,medium,other,3645,4574,6705,7808,3899,5097,6946,7733,DUMMY,DUMMY,5546,34203,fl,5025,0,505
1768,0,3/2/2009,adesa,2002,7,ford,explorer 2wd v6 4.0l,DUMMY,4d suv 4.0l sport trac,white,auto,1.0,alloy,76070,american,medium suv,ford,5825,6688,6791,7723,5097,5916,6005,6889,DUMMY,DUMMY,5546,33619,fl,7400,0,1455
1791,0,3/16/2009,adesa,2002,7,ford,focus 2.0l i4 sfi,zx3,2d coupe zx3,grey,auto,1.0,alloy,59853,american,compact,ford,2935,3653,3670,4445,2802,3615,3526,4404,DUMMY,DUMMY,19619,33619,fl,4200,0,1220
1863,0,4/6/2009,adesa,2002,7,chrysler,town & country fwd v,lx,minivan 3.3l lx,gold,auto,2.0,covers,63373,american,van,chrysler,3123,4290,3873,5133,3123,4290,3873,5133,DUMMY,DUMMY,19638,33619,fl,6000,0,1711
1909,1,10/12/2009,adesa,2005,4,kia,spectra 2.0l i4 efi,ex,4d sedan ex,silver,auto,DUMMY,DUMMY,34340,other asian,medium,other,3853,4461,4661,5318,3853,4461,4661,5318,DUMMY,DUMMY,19619,33619,fl,5300,0,462
2035,0,6/7/2010,adesa,2004,6,saturn,ion,3,4d sedan level 3,maroon,auto,1.0,alloy,75321,american,medium,gm,3801,4975,6936,8031,4988,6190,8244,9249,DUMMY,DUMMY,5546,33619,fl,5000,0,803
2045,0,6/14/2010,adesa,2007,3,chevrolet,impala v6,lt,4d sedan lt 3.9l,silver,auto,1.0,alloy,77150,american,large,gm,9033,10755,12695,14673,8438,10527,12413,14464,DUMMY,DUMMY,52117,33619,fl,7700,0,1974
2047,0,6/14/2010,adesa,2008,2,dodge,charger v6,bas,4d sedan 3.5l,black,auto,2.0,covers,81324,american,specialty,chrysler,12682,14226,16181,17685,12816,14189,16384,17445,DUMMY,DUMMY,20928,33619,fl,9400,0,1503
2068,0,6/28/2010,adesa,2005,5,chevrolet,trailblazer 2wd 6c,ls,4d suv 4.2l,silver,auto,1.0,alloy,73726,american,medium suv,gm,7720,9113,11876,13322,7144,8662,10988,12914,DUMMY,DUMMY,19619,33619,fl,6800,0,1155
2162,0,2/17/2009,adesa,2004,5,pontiac,grand prix 3.8l v6 s,gt,4d sedan,black,auto,2.0,covers,73261,american,large,gm,4232,4981,5071,5879,4271,5001,5113,5901,DUMMY,DUMMY,20928,45005,oh,6505,0,1974
2165,0,2/24/2009,adesa,2005,4,dodge,neon 2.0l i4 sfi,se,4d sedan,silver,auto,2.0,covers,61776,american,compact,chrysler,4104,5075,4932,5981,8675,9284,9869,10527,DUMMY,DUMMY,19619,45005,oh,5050,0,630
2304,0,9/29/2009,adesa,2006,3,chrysler,300 2.7l v6 mpi,bas,4d sedan,grey,auto,2.0,covers,67224,american,specialty,chrysler,9726,11475,11004,12893,8907,10437,10120,11772,DUMMY,DUMMY,19619,45005,oh,9320,0,1215
2316,0,11/3/2009,adesa,2007,2,chevrolet,impala,ls,4d sedan ls,beige,auto,DUMMY,DUMMY,69428,american,large,gm,7366,8464,8455,9641,7269,8460,10642,12306,DUMMY,DUMMY,11410,45005,oh,7425,1,1703
2325,0,12/8/2009,adesa,2005,4,chrysler,sebring 4c,bas,2d convertible,white,auto,1.0,alloy,49553,american,medium,chrysler,4240,6182,7608,9422,3492,4657,6957,7997,DUMMY,DUMMY,20928,45005,oh,5725,0,834
2329,0,12/8/2009,adesa,2005,4,chrysler,pacifica fwd,tou,4d sport,blue,auto,1.0,alloy,66598,american,crossover,chrysler,5812,6961,9200,10568,5772,7231,8649,10775,DUMMY,DUMMY,20928,45005,oh,8750,0,1215
2330,1,12/8/2009,adesa,2008,1,chrysler,300,lx,4d sedan,beige,auto,DUMMY,DUMMY,65935,american,specialty,chrysler,10512,11433,14722,15698,10512,11433,14722,15698,DUMMY,DUMMY,20928,45005,oh,9600,0,1215
2373,0,2/2/2010,adesa,2007,3,chevrolet,impala v6,lt,4d sedan lt 3.5l,blue,auto,1.0,alloy,86097,american,large,gm,7903,9274,11899,13455,8804,10114,12293,14157,DUMMY,DUMMY,52117,45005,oh,7115,0,2152
2401,0,2/16/2010,adesa,2007,3,dodge,caliber,bas,4d wagon,red,auto,2.0,covers,78354,american,medium,chrysler,7124,8241,10989,12108,6356,7541,10312,11419,DUMMY,DUMMY,52117,45005,oh,6885,0,920
2473,0,7/6/2010,adesa,2008,2,chrysler,300,lx,4d sedan,grey,auto,2.0,covers,79067,american,specialty,chrysler,11486,12873,15556,16912,11547,13018,15697,16960,DUMMY,DUMMY,52117,45005,oh,10290,0,1389
2483,0,7/13/2010,adesa,2005,5,chevrolet,monte carlo,ls,2d coupe ls,silver,auto,1.0,alloy,88850,american,large,gm,4906,6452,8238,9810,4359,5536,7572,8870,DUMMY,DUMMY,52117,45005,oh,5785,0,2152
2484,0,7/13/2010,adesa,2006,4,chrysler,300,bas,4d sedan,grey,auto,2.0,covers,76661,american,specialty,chrysler,9354,11052,13248,15183,8384,10117,12005,14254,DUMMY,DUMMY,52117,45005,oh,9110,0,1389
2486,0,7/13/2010,adesa,2007,3,chevrolet,impala v6,lt,4d sedan lt 3.5l,red,auto,1.0,alloy,74487,american,large,gm,8642,10288,12357,14213,8772,10422,13014,14604,DUMMY,DUMMY,52117,45005,oh,8205,0,1974
2487,0,7/13/2010,adesa,2005,5,toyota,camry 4c,bas,4d sedan,grey,auto,2.0,covers,90932,top line asian,medium,other,7064,8066,10771,12281,7435,8237,10430,11877,DUMMY,DUMMY,52117,45005,oh,7755,0,620
2501,0,7/20/2010,adesa,2004,6,ford,escape 4wd v6,xlt,4d cuv 3.0l xlt,blue,auto,1.0,alloy,71656,american,small suv,ford,5780,7152,9323,10700,5305,6810,8578,10456,DUMMY,DUMMY,52117,45005,oh,8005,0,1389
2552,0,9/7/2010,adesa,2005,5,mercury,montego,pre,4d sedan premier awd,grey,auto,1.0,alloy,69392,american,large,ford,6417,9288,10718,13777,7013,8963,11022,13634,DUMMY,DUMMY,52117,45005,oh,7855,0,1411
2553,0,9/7/2010,adesa,2005,5,chevrolet,trailblazer 2wd 6c,ls,4d suv 4.2l,white,auto,1.0,alloy,81578,american,medium suv,gm,7242,9020,12244,15250,6284,7518,10306,11417,DUMMY,DUMMY,52117,45005,oh,7095,0,1243
2582,0,9/28/2010,adesa,2008,2,dodge,avenger 4c,se,4d sedan,black,auto,2.0,covers,74925,american,medium,chrysler,7376,8702,11430,12385,7640,8711,11351,12269,DUMMY,DUMMY,52117,45005,oh,8610,0,1155
2600,0,10/5/2010,adesa,2009,1,chevrolet,malibu v6,ls,4d sedan ls,black,auto,2.0,covers,82244,american,medium,gm,10562,11239,13339,14207,10658,12189,14515,15760,no,green,52117,45005,oh,9970,0,1373
2627,0,10/19/2010,adesa,2005,5,chevrolet,trailblazer 4wd 6c,ls,4d suv 4.2l ls,maroon,auto,1.0,alloy,87109,american,medium suv,gm,7037,8509,11548,12801,6758,8258,11312,12965,DUMMY,DUMMY,52117,45005,oh,8510,0,2152
2638,0,10/26/2010,adesa,2008,2,mercury,milan 4c,pre,4d sedan premier,black,auto,1.0,alloy,80039,american,medium,ford,10336,11983,14435,15970,11020,12736,14526,15832,DUMMY,DUMMY,52117,45005,oh,8455,0,853
2669,0,11/9/2010,adesa,2007,3,chevrolet,impala v6,lt,4d sedan lt 3.5l,blue,auto,1.0,alloy,73197,american,large,gm,7746,9098,11827,13500,7162,8573,11674,12745,DUMMY,DUMMY,52117,45005,oh,7755,0,1974
2722,0,9/9/2009,other,2008,1,dodge,charger v6 2.7l v6 m,bas,4d sedan 2.7l,blue,auto,2.0,covers,83227,american,specialty,chrysler,11734,12585,13173,14092,10082,11064,13829,15201,DUMMY,DUMMY,19638,35004,al,10500,0,1503
2755,0,10/14/2009,other,2004,5,dodge,durango 4wd v8 5.7l,lim,4d suv 5.7l,black,auto,1.0,alloy,79110,american,medium suv,chrysler,8244,9339,9404,10586,8740,10628,12634,14358,DUMMY,DUMMY,19638,35004,al,9200,0,1623
2821,1,1/27/2010,other,2005,5,dodge,caravan grand fwd v6,se,minivan 3.3l,silver,auto,2.0,covers,82132,american,van,chrysler,4429,5801,8424,9694,4807,6077,8523,10124,DUMMY,DUMMY,18880,35004,al,6100,0,1763
2826,0,1/27/2010,other,2005,5,dodge,durango 4wd v8,slt,4d suv 4.7l,blue,auto,1.0,alloy,64283,american,medium suv,chrysler,7758,9385,10556,14062,8377,10072,12747,14322,DUMMY,DUMMY,18880,35004,al,9500,0,1411
2828,1,1/27/2010,other,2006,4,kia,sedona,ex,4d wagon ex,white,auto,2.0,covers,64388,other asian,van,other,8046,9878,12330,13630,8371,10200,12508,14253,DUMMY,DUMMY,18880,35004,al,6700,0,1215
2864,0,3/10/2010,other,2007,3,kia,rondo v6,ex,4d wagon,silver,auto,1.0,alloy,66489,other asian,crossover,other,7334,8336,11323,11970,8435,9862,11837,12922,DUMMY,DUMMY,5546,35004,al,7500,0,728
